Make,Model,Year,Price,Mileage,Body Type,Cylinders,Transmission,Fuel Type,Color,Car Age,Mileage Per Year,Log Price,Transmission Encoded,Fuel Type_Diesel,Fuel Type_Electric,Fuel Type_Gasoline,Fuel Type_Hybrid,Body Type_Coupe,Body Type_Crossover,Body Type_Hard Top Convertible,Body Type_Hatchback,Body Type_Other,Body Type_Pick Up Truck,Body Type_SUV,Body Type_Sedan,Body Type_Soft Top Convertible,Body Type_Sports Car,Body Type_Utility Truck,Body Type_Van,Body Type_Wagon,Make Encoded,Model Encoded,Color Encoded,Year zscore scaled,Mileage zscore scaled,Price zscore scaled,Cylinders zscore scaled,Car Age zscore scaled,Mileage Per Year zscore scaled
cadillac,escalade,2018,219130.0,225327,SUV,8,Automatic Transmission,Gasoline,Black,7,32189.571428571428,12.297425003480155,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,212005.60544217686,315835.62025316455,295369.32502351835,0.6091304765294477,0.8385167068728305,-0.05542902095358423,0.9295740428083263,-0.609130476529449,0.10592140626752283
chevrolet,camaro,2021,45727.0,102767,Coupe,6,Automatic Transmission,Gasoline,Red,4,25691.75,10.730466080729594,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91526.95709570957,93023.22916666667,276426.75433070865,1.1272160485379379,-0.6261511428734671,-0.4236243746922528,-0.11307532380972793,-1.1272160485379392,-0.05162264468620179
chevrolet,tahoe,2017,140622.0,233068,SUV,8,Automatic Transmission,Gasoline,White,8,29133.5,11.853837829617463,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,91526.95709570957,109592.51923076923,190510.7618479881,0.436435285859951,0.9310264476111308,-0.2221290251710164,0.9295740428083263,-0.4364352858599522,0.03182489897601187
land-rover,range-rover-sport,2005,496137.0,181111,SUV,6,Automatic Transmission,Gasoline,Grey,20,9055.55,13.114609392815893,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,249111.48884758365,227546.5101010101,259363.79265493498,-1.6359070021740096,0.31010814254203506,0.5327539421617445,-0.11307532380972793,1.6359070021740085,-0.4549785031516101
ford,explorer,2007,83155.0,23114,SUV,6,Automatic Transmission,Gasoline,Silver,18,1284.111111111111,11.328473640767005,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,110800.93900184843,65307.01666666667,148198.60392609698,-1.2905166208350163,-1.5780537884008972,-0.34415161067011424,-0.11307532380972793,1.290516620835015,-0.6434022660625655
gmc,yukon,2012,203863.0,73901,SUV,8,Automatic Transmission,Gasoline,White,13,5684.692307692308,12.22520838383865,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,118440.89583333333,172977.7258064516,190510.7618479881,-0.4270406674875326,-0.971117707419621,-0.08784621365225873,0.9295740428083263,0.4270406674875314,-0.5367072151318395
land-rover,range-rover-sport,2011,460567.0,203293,SUV,6,Automatic Transmission,Gasoline,Black,14,14520.92857142857,13.0402157893569,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,249111.48884758365,227546.5101010101,295369.32502351835,-0.5997358581570293,0.5751967705044402,0.457226363443473,-0.11307532380972793,0.5997358581570281,-0.322466723687729
toyota,land-cruiser,2023,171699.0,221783,SUV,6,Automatic Transmission,Gasoline,White,2,110891.5,12.053504046885568,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,111815.73908174693,215644.51442307694,190510.7618479881,1.4726064298769315,0.7961637135675035,-0.15614166043028757,-0.11307532380972793,-1.4726064298769326,2.0141025991969066
mercedes-benz,a-class,2021,173303.0,47847,Sedan,4,Automatic Transmission,Gasoline,White,4,11961.75,12.062802556799127,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,131193.5483870968,190510.7618479881,1.1272160485379379,-1.2824791316794941,-0.15273580616365537,-1.1557246904277823,-1.1272160485379392,-0.3845157294489514
jeep,wrangler,2021,123719.0,193908,SUV,6,Automatic Transmission,Gasoline,Grey,4,48477.0,11.725776226799006,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,129047.2811594203,110496.71739130435,259363.79265493498,1.1272160485379379,0.46304021232992154,-0.2580200193536125,-0.11307532380972793,-1.1272160485379392,0.5008210668644494
bmw,x5,2011,57840.0,16254,SUV,8,Automatic Transmission,Gasoline,White,14,1161.0,10.965453145756499,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,163608.4369627507,167385.5905511811,190510.7618479881,-0.5997358581570293,-1.6600350339072583,-0.3979042295976668,0.9295740428083263,0.5997358581570281,-0.6463871777556716
audi,a5,2017,50372.0,143463,Sedan,4,Automatic Transmission,Gasoline,Silver,8,17932.875,10.827210596227578,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,190098.48362720403,131714.31578947368,148198.60392609698,0.436435285859951,-0.13980875699491513,-0.4137614114325853,-1.1557246904277823,-0.4364352858599522,-0.23974178766060666
toyota,land-cruiser,2020,257844.0,291575,SUV,6,Automatic Transmission,Gasoline,Black,5,58315.0,12.460113908172227,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,111815.73908174693,215644.51442307694,295369.32502351835,0.9545208578684412,1.6302213063342594,0.026774371863372882,-0.11307532380972793,-0.9545208578684424,0.7393499938779914
mercedes-benz,gle-class,2013,456806.0,131523,SUV,6,Automatic Transmission,Gasoline,Grey,12,10960.25,13.032016261199521,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,262463.1111111111,259363.79265493498,-0.25434547681803593,-0.28249914640394574,0.4492404420614258,-0.11307532380972793,0.2543454768180347,-0.40879777055528016
lexus,gx-series,2009,115204.0,184767,SUV,8,Automatic Transmission,Gasoline,White,16,11547.9375,11.654468429079833,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,174917.89380530972,122648.16666666667,190510.7618479881,-0.9451262394960228,0.35379960516175163,-0.2761003492042193,0.9295740428083263,0.9451262394960216,-0.3945488918406765
land-rover,range-rover,2009,157100.0,98463,SUV,8,Automatic Transmission,Gasoline,Gold,16,6153.9375,11.964644189595829,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,249111.48884758365,287027.0,185866.51260504202,-0.9451262394960228,-0.6775866065264375,-0.1871404549680454,0.9295740428083263,0.9451262394960216,-0.525330049831228
nissan,patrol,2022,164787.0,124553,SUV,8,Automatic Transmission,Gasoline,Grey,3,41517.666666666664,12.012415078272348,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,95783.9718918919,162685.6968911917,259363.79265493498,1.2999112392074346,-0.36579495998693934,-0.1708182593648024,0.9295740428083263,-1.299911239207436,0.33208734936805007
nissan,pathfinder,2005,34494.0,142898,SUV,6,Automatic Transmission,Gasoline,Silver,20,7144.9,10.448569664980209,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,95783.9718918919,48094.2131147541,148198.60392609698,-1.6359070021740096,-0.14656085666125535,-0.44747597131137967,-0.11307532380972793,1.6359070021740085,-0.5013034974998947
toyota,hilux,2022,51335.0,24024,Pick Up Truck,4,Automatic Transmission,Gasoline,White,3,8008.0,10.846147539430351,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111815.73908174693,91891.54166666667,190510.7618479881,1.2999112392074346,-1.567178725221482,-0.41171662486228183,-1.1557246904277823,-1.299911239207436,-0.4803770574810506
jaguar,xf,2010,21228.0,98552,Sedan,4,Automatic Transmission,Gasoline,Black,15,6570.133333333333,9.963123450432002,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,96647.3870967742,65176.15789473684,295369.32502351835,-0.7724310488265261,-0.676523001446253,-0.4756443395789251,-1.1557246904277823,0.7724310488265249,-0.5152391019198124
mercedes-benz,g-class,2019,1063235.0,244114,SUV,8,Automatic Transmission,Gasoline,Black,6,40685.666666666664,13.876827645853082,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,900353.9221789883,295369.32502351835,0.7818256671989444,1.0630329837428019,1.7369017868616141,0.9295740428083263,-0.7818256671989456,0.31191494976698614
mercedes-benz,gla,2024,113899.0,121997,SUV,4,Automatic Transmission,Gasoline,Black,1,121997.0,11.643076149435274,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,122722.28571428571,295369.32502351835,1.6453016205464281,-0.3963407418403298,-0.27887132165930345,-1.1557246904277823,-1.6453016205464293,2.2833629162276945
mercedes-benz,s-class,2017,142136.0,201061,Sedan,8,Automatic Transmission,Gasoline,White,8,25132.625,11.864546660206274,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,361820.0520833333,190510.7618479881,0.436435285859951,0.5485229891676766,-0.21891427245301068,0.9295740428083263,-0.4364352858599522,-0.06517900637724129
hyundai,veloster,2020,72952.0,92373,Sedan,4,Automatic Transmission,Gasoline,White,5,18474.6,11.197570677162934,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54998.52558139535,45500.4,190510.7618479881,0.9545208578684412,-0.7503658754963702,-0.36581615623273794,-1.1557246904277823,-0.9545208578684424,-0.22660730067276252
mercedes-benz,a-class,2009,193261.0,275501,Sedan,4,Automatic Transmission,Gasoline,Blue,16,17218.8125,12.171802060252727,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,131193.5483870968,304107.44606413995,-0.9451262394960228,1.4381270584815995,-0.11035797608045987,-1.1557246904277823,0.9451262394960216,-0.2570547132497109
chevrolet,tahoe,2015,40177.0,276488,SUV,8,Automatic Transmission,Gasoline,Burgundy,10,27648.8,10.601074861122095,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,91526.95709570957,109592.51923076923,116749.41025641025,0.09104490452095754,1.4499223193146575,-0.43540897019088665,0.9295740428083263,-0.09104490452095877,-0.0041726511293963325
ford,mustang,2018,47131.0,132175,Sports Car,6,Automatic Transmission,Gasoline,Red,7,18882.14285714286,10.76070745483323,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,110800.93900184843,84503.32323232324,276426.75433070865,0.6091304765294477,-0.2747073428951779,-0.42064319053367943,-0.11307532380972793,-0.609130476529449,-0.2167261499890545
volkswagen,id4,2010,134083.0,255752,Crossover,6,Automatic Transmission,Electric,Grey,15,17050.133333333335,11.806221748206477,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82030.72222222222,126915.76923076923,259363.79265493498,-0.7724310488265261,1.202114286250532,-0.23601361435400142,-0.11307532380972793,0.7724310488265249,-0.26114445309871864
mercedes-benz,g-class,2007,1098492.0,87725,SUV,8,Automatic Transmission,Gasoline,Black,18,4873.611111111111,13.9094497984606,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,900353.9221789883,295369.32502351835,-1.2905166208350163,-0.8059123520435373,1.8117647568607733,0.9295740428083263,1.290516620835015,-0.5563724242740812
dodge,ram,2016,74145.0,122853,Pick Up Truck,8,Automatic Transmission,Gasoline,Black,9,13650.333333333334,11.213791401404334,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108487.78776978418,221113.41379310345,295369.32502351835,0.26374009519045427,-0.3861110120803524,-0.36328299903816674,0.9295740428083263,-0.2637400951904555,-0.34357489079547
cadillac,escalade,2022,489247.0,22011,SUV,8,Automatic Transmission,Gasoline,Grey,3,7337.0,13.10062479736034,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,212005.60544217686,315835.62025316455,259363.79265493498,1.2999112392074346,-1.5912353210238588,0.5181240569391162,0.9295740428083263,-1.299911239207436,-0.49664590379392787
land-rover,range-rover-sport,2011,21662.0,61835,Sports Car,8,Automatic Transmission,Gasoline,Silver,14,4416.785714285715,9.983361015119291,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,249111.48884758365,227546.5101010101,148198.60392609698,-0.5997358581570293,-1.11531387480734,-0.47472280544443735,0.9295740428083263,0.5997358581570281,-0.567448463279702
dodge,challenger,2024,181964.0,113910,Coupe,8,Automatic Transmission,Gasoline,Grey,1,113910.0,12.11156963987313,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108487.78776978418,82554.16666666667,259363.79265493498,1.6453016205464281,-0.4929853967105836,-0.13434546713416562,0.9295740428083263,-1.6453016205464293,2.087288161932257
bentley,continental-flying-spur,2014,1077255.0,47448,Sedan,12,Automatic Transmission,Gasoline,Green,11,4313.454545454545,13.889927625200333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,560115.9420289855,468245.0833333333,562504.2012987013,-0.08165028614853918,-1.2872474286120068,1.7666711614365413,3.014872776044435,0.08165028614853796,-0.5699537969682925
bmw,x5,2020,52736.0,150481,SUV,8,Automatic Transmission,Gasoline,White,5,30096.2,10.873072575468,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,163608.4369627507,167385.5905511811,190510.7618479881,0.9545208578684412,-0.05593931370575457,-0.4087418107553294,0.9295740428083263,-0.9545208578684424,0.05516620798556025
ford,mustang,2017,99822.0,79400,Coupe,8,Automatic Transmission,Gasoline,Orange,8,9925.0,11.51115389666936,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110800.93900184843,84503.32323232324,536212.1578947369,0.436435285859951,-0.905401254206869,-0.3087617272150276,0.9295740428083263,-0.4364352858599522,-0.4338981031117723
mercedes-benz,s-class,2007,231805.0,219327,Sedan,8,Automatic Transmission,Gasoline,Black,18,12184.833333333334,12.353656093935882,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,361820.0520833333,295369.32502351835,-1.2905166208350163,0.7668129936019609,-0.028515552855352806,0.9295740428083263,1.290516620835015,-0.3791069239870075
volkswagen,gti,2012,143716.0,83362,Hatchback,4,Automatic Transmission,Gasoline,White,13,6412.461538461538,11.875601367088077,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82030.72222222222,75931.33333333333,190510.7618479881,-0.4270406674875326,-0.858052902210338,-0.21555937859934554,-1.1557246904277823,0.4270406674875314,-0.5190619606361234
rolls-royce,wraith,2010,694635.0,295827,Coupe,12,Automatic Transmission,Gasoline,White,15,19721.8,13.451143246339507,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1827529.645390071,1144721.705882353,190510.7618479881,-0.7724310488265261,1.681035337805549,0.9542347777091009,3.014872776044435,0.7724310488265249,-0.19636809780924458
land-rover,range-rover,2013,450859.0,93446,SUV,6,Automatic Transmission,Gasoline,Blue,12,7787.166666666667,13.018912149008123,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,249111.48884758365,287027.0,304107.44606413995,-0.25434547681803593,-0.7375428614397631,0.43661287639829505,-0.11307532380972793,0.2543454768180347,-0.48573131017965027
toyota,land-cruiser,2020,386935.0,45916,SUV,6,Automatic Transmission,Gasoline,Blue,5,9183.2,12.866014583659016,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,111815.73908174693,215644.51442307694,304107.44606413995,0.9545208578684412,-1.3055557767338355,0.3008798164605163,-0.11307532380972793,-0.9545208578684424,-0.45188354304454775
nissan,altima,2017,23633.0,98715,Sedan,4,Automatic Transmission,Gasoline,Red,8,12339.375,10.07044163219896,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,95783.9718918919,46364.504504504504,276426.75433070865,0.436435285859951,-0.6745750505690611,-0.4705376815295171,-1.1557246904277823,-0.4364352858599522,-0.37535995733434596
mitsubishi,pajero,2024,79489.0,31399,SUV,8,Automatic Transmission,Gasoline,Black,1,31399.0,11.283386506567158,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48964.87372013652,51077.09316770186,295369.32502351835,1.6453016205464281,-1.4790429109927048,-0.3519358137508335,0.9295740428083263,-1.6453016205464293,0.08675347024549543
bmw,6-series,2013,108792.0,145585,Sedan,6,Automatic Transmission,Gasoline,Blue,12,12132.083333333334,11.597202273098892,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,163608.4369627507,98111.85416666667,304107.44606413995,-0.25434547681803593,-0.1144495437347842,-0.2897152728685869,-0.11307532380972793,0.2543454768180347,-0.38038588321652206
toyota,avanza,2023,46295.0,199973,Van,4,Automatic Transmission,Gasoline,White,2,99986.5,10.742810843253675,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,111815.73908174693,32710.30769230769,190510.7618479881,1.4726064298769315,0.5355207158278923,-0.4224183115853656,-1.1557246904277823,-1.4726064298769326,1.7497035395219043
mercedes-benz,c-class,2021,220299.0,190912,Coupe,4,Automatic Transmission,Gasoline,Grey,4,47728.0,12.302745532790434,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,141566.2564102564,259363.79265493498,1.1272160485379379,0.42723615817000066,-0.052946824171980086,-1.1557246904277823,-1.1272160485379392,0.4826610580889724
audi,q7,2012,48313.0,168959,SUV,6,Automatic Transmission,Gasoline,Black,13,12996.846153846154,10.785476652713262,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,190098.48362720403,94692.92063492064,295369.32502351835,-0.4270406674875326,0.16488422193076702,-0.41813339019505147,-0.11307532380972793,0.4270406674875314,-0.35941912699593587
nissan,patrol,2006,291690.0,282965,SUV,8,Automatic Transmission,Gasoline,Grey,19,14892.894736842105,12.5834503017631,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,95783.9718918919,162685.6968911917,259363.79265493498,-1.463211811504513,1.5273264777905615,0.09864129425017688,0.9295740428083263,1.4632118115045119,-0.31344815382379
nissan,armada,2024,21134.0,36871,Van,8,Automatic Transmission,Gasoline,White,1,36871.0,9.95868571300089,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,95783.9718918919,56196.88888888889,190510.7618479881,1.6453016205464281,-1.4136491244896716,-0.47584393452971274,0.9295740428083263,-1.6453016205464293,0.21942579069864662
mitsubishi,montero-sport,2005,49160.0,188576,SUV,6,Automatic Transmission,Gasoline,White,20,9428.8,10.802855905214333,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48964.87372013652,83879.75,190510.7618479881,-1.6359070021740096,0.3993195124698754,-0.41633491228742214,-0.11307532380972793,1.6359070021740085,-0.44592880585461836
bmw,x5,2007,44347.0,288816,SUV,4,Automatic Transmission,Gasoline,Black,18,16045.333333333334,10.699822890892243,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,163608.4369627507,167385.5905511811,295369.32502351835,-1.2905166208350163,1.5972495488485379,-0.42655459843785903,-1.1557246904277823,1.290516620835015,-0.28550650492461893
toyota,hilux,2012,68616.0,231324,Pick Up Truck,4,Manual Transmission,Gasoline,White,13,17794.153846153848,11.136295596424384,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111815.73908174693,91891.54166666667,190510.7618479881,-0.4270406674875326,0.9101845682870647,-0.3750230041754544,-1.1557246904277823,0.4270406674875314,-0.24310517533909856
mercedes-benz,cls-class,2020,86333.0,50066,Sedan,8,Automatic Transmission,Gasoline,White,5,10013.2,11.365978773991472,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,159647.54054054053,190510.7618479881,0.9545208578684412,-1.2559607083881508,-0.3374036026530587,0.9295740428083263,-0.9545208578684424,-0.4317596347886787
toyota,land-cruiser,2007,116912.0,120062,SUV,6,Automatic Transmission,Gasoline,White,18,6670.111111111111,11.669185347436324,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,111815.73908174693,215644.51442307694,190510.7618479881,-1.2905166208350163,-0.4194651893701853,-0.2724736664813964,-0.11307532380972793,1.290516620835015,-0.5128150734527935
mercedes-benz,cls-class,2005,343640.0,124865,Sedan,8,Automatic Transmission,Gasoline,White,20,6243.25,12.747352786769875,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,159647.54054054053,190510.7618479881,-1.6359070021740096,-0.3620663668968541,0.20894935481847057,0.9295740428083263,1.6359070021740085,-0.5231646081973698
nissan,micra,2013,30115.0,36837,Hatchback,4,Automatic Transmission,Gasoline,White,12,3069.75,10.312811870970013,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95783.9718918919,32002.444444444445,190510.7618479881,-0.25434547681803593,-1.41405544553154,-0.4567741233273288,-1.1557246904277823,0.2543454768180347,-0.6001082501853221
jeep,wrangler,2007,64546.0,15971,SUV,4,Automatic Transmission,Gasoline,White,18,887.2777777777778,11.075148919594454,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,129047.2811594203,110496.71739130435,190510.7618479881,-1.2905166208350163,-1.6634170590498676,-0.3836650408744526,-1.1557246904277823,1.290516620835015,-0.6530237571383133
mazda,cx-9,2013,27927.0,63180,SUV,6,Automatic Transmission,Gasoline,Burgundy,12,5265.0,10.237385048784873,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51978.819444444445,63434.7,116749.41025641025,-0.25434547681803593,-1.0992402924157867,-0.461420014309493,-0.11307532380972793,0.2543454768180347,-0.5468829374158082
mercedes-benz,s-class,2024,737850.0,246011,Sedan,6,Automatic Transmission,Gasoline,Green,1,246011.0,13.511497186179692,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,361820.0520833333,562504.2012987013,1.6453016205464281,1.0857033077552751,1.045995371307923,-0.11307532380972793,-1.6453016205464293,5.290165757725702
chevrolet,malibu,2023,24586.0,202978,Sedan,4,Automatic Transmission,Gasoline,Other Color,2,101489.0,10.109973126954195,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,91526.95709570957,25748.5,272002.41025641025,1.4726064298769315,0.5714323255577195,-0.46851412846461654,-1.1557246904277823,-1.4726064298769326,1.7861326625995468
mitsubishi,lancer,2013,27727.0,21417,Sedan,4,Automatic Transmission,Gasoline,Grey,12,1784.75,10.230198011955387,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48964.87372013652,28889.162162162163,259363.79265493498,-0.25434547681803593,-1.5983339886376748,-0.46184468441755183,-1.1557246904277823,0.2543454768180347,-0.6312639394730231
mercedes-benz,m-class,2024,74740.0,256568,SUV,6,Automatic Transmission,Gasoline,White,1,256568.0,11.221784082666318,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,64564.318181818184,190510.7618479881,1.6453016205464281,1.2118659912553704,-0.36201960546669154,-0.11307532380972793,-1.6453016205464293,5.546127323336798
infiniti,q50,2013,103438.0,66140,Sedan,6,Automatic Transmission,Gasoline,White,12,5511.666666666667,11.546737345958947,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76717.30612244898,74740.64705882352,190510.7618479881,-0.25434547681803593,-1.0638664605354908,-0.3010836916613231,-0.11307532380972793,0.2543454768180347,-0.5409023381751081
mercedes-benz,e-class,2008,36148.0,128013,Sedan,4,Automatic Transmission,Gasoline,Silver,17,7530.176470588235,10.495404564687007,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,372082.4993270525,140117.16753926701,148198.60392609698,-1.1178214301655196,-0.3244458186674045,-0.44396394951773277,-1.1557246904277823,1.1178214301655183,-0.491962210334518
